cohort,role,concept,variable,label
HRS,core,iadl_count,r12iadl5a,r12iadl5a:w12 any diff-sum of iadls /0-5
HRS,core,iadl_count,r13iadl5a,r13iadl5a:w13 any diff-sum of iadls /0-5
HRS,core,iadl_count,r14iadl5a,r14iadl5a:w14 any diff-sum of iadls /0-5
HRS,core,iadl_count,r15iadl5a,r15iadl5a:w15 any diff-sum of iadls /0-5
HRS,core,iadl_count,r16iadl5a,r16iadl5a:w16 any diff-sum of iadls /0-5
HRS,core,iadl_count,r2iadl5a,r2iadl5a:w2 any diff-sum of iadls /0-5
HRS,core,iadl_count,r3iadl5a,r3iadl5a:w3 any diff-sum of iadls /0-5
HRS,core,iadl_count,r4iadl5a,r4iadl5a:w4 any diff-sum of iadls /0-5
HRS,core,iadl_count,r5iadl5a,r5iadl5a:w5 any diff-sum of iadls /0-5
HRS,core,iadl_count,r6iadl5a,r6iadl5a:w6 any diff-sum of iadls /0-5
HRS,core,iadl_count,r7iadl5a,r7iadl5a:w7 any diff-sum of iadls /0-5
HRS,core,iadl_count,r8iadl5a,r8iadl5a:w8 any diff-sum of iadls /0-5
HRS,core,iadl_count,r9iadl5a,r9iadl5a:w9 any diff-sum of iadls /0-5
HRS,core,iadl_item,r10meals,r10meals:w10 r diff-preparing hot meals
HRS,core,iadl_item,r10mealsa,r10mealsa:w10 r any diff-prepare hot meal
HRS,core,iadl_item,r10meds,r10meds:w10 r diff-take medications
HRS,core,iadl_item,r10medsa,r10medsa:w10 r any diff-take medications
HRS,core,iadl_item,r10money,r10money:w10 r diff-managing money
HRS,core,iadl_item,r10moneya,r10moneya:w10 r any diff-managing money
HRS,core,iadl_item,r10phone,r10phone:w10 r diff-use telephone
HRS,core,iadl_item,r10phonea,r10phonea:w10 r any diff-use telephone
HRS,core,iadl_item,r10shop,r10shop:w10 r diff-shop for groceries
HRS,core,iadl_item,r10shopa,r10shopa:w10 r any diff-shop for grocery
HRS,core,iadl_item,r11meals,r11meals:w11 r diff-preparing hot meals
HRS,core,iadl_item,r11mealsa,r11mealsa:w11 r any diff-prepare hot meal
HRS,core,iadl_item,r11meds,r11meds:w11 r diff-take medications
HRS,core,iadl_item,r11medsa,r11medsa:w11 r any diff-take medications
HRS,core,iadl_item,r11money,r11money:w11 r diff-managing money
HRS,core,iadl_item,r11moneya,r11moneya:w11 r any diff-managing money
HRS,core,iadl_item,r11phone,r11phone:w11 r diff-use telephone
HRS,core,iadl_item,r11phonea,r11phonea:w11 r any diff-use telephone
HRS,core,iadl_item,r11shop,r11shop:w11 r diff-shop for groceries
HRS,core,iadl_item,r11shopa,r11shopa:w11 r any diff-shop for grocery
HRS,core,iadl_item,r12meals,r12meals:w12 r diff-preparing hot meals
HRS,core,iadl_item,r12mealsa,r12mealsa:w12 r any diff-prepare hot meal
HRS,core,iadl_item,r12meds,r12meds:w12 r diff-take medications
HRS,core,iadl_item,r12medsa,r12medsa:w12 r any diff-take medications
HRS,core,iadl_item,r12money,r12money:w12 r diff-managing money
HRS,core,iadl_item,r12moneya,r12moneya:w12 r any diff-managing money
HRS,core,iadl_item,r12phone,r12phone:w12 r diff-use telephone
HRS,core,iadl_item,r12phonea,r12phonea:w12 r any diff-use telephone
HRS,core,iadl_item,r12shop,r12shop:w12 r diff-shop for groceries
HRS,core,iadl_item,r12shopa,r12shopa:w12 r any diff-shop for grocery
HRS,core,iadl_item,r13meals,r13meals:w13 r diff-preparing hot meals
HRS,core,iadl_item,r13mealsa,r13mealsa:w13 r any diff-prepare hot meal
HRS,core,iadl_item,r13meds,r13meds:w13 r diff-take medications
HRS,core,iadl_item,r13medsa,r13medsa:w13 r any diff-take medications
HRS,core,iadl_item,r13money,r13money:w13 r diff-managing money
HRS,core,iadl_item,r13moneya,r13moneya:w13 r any diff-managing money
HRS,core,iadl_item,r13phone,r13phone:w13 r diff-use telephone
HRS,core,iadl_item,r13phonea,r13phonea:w13 r any diff-use telephone
HRS,core,iadl_item,r13shop,r13shop:w13 r diff-shop for groceries
HRS,core,iadl_item,r13shopa,r13shopa:w13 r any diff-shop for grocery
HRS,core,iadl_item,r14meals,r14meals:w14 r diff-preparing hot meals
HRS,core,iadl_item,r14mealsa,r14mealsa:w14 r any diff-prepare hot meal
HRS,core,iadl_item,r14meds,r14meds:w14 r diff-take medications
HRS,core,iadl_item,r14medsa,r14medsa:w14 r any diff-take medications
HRS,core,iadl_item,r14money,r14money:w14 r diff-managing money
HRS,core,iadl_item,r14moneya,r14moneya:w14 r any diff-managing money
HRS,core,iadl_item,r14phone,r14phone:w14 r diff-use telephone
HRS,core,iadl_item,r14phonea,r14phonea:w14 r any diff-use telephone
HRS,core,iadl_item,r14shop,r14shop:w14 r diff-shop for groceries
HRS,core,iadl_item,r14shopa,r14shopa:w14 r any diff-shop for grocery
HRS,core,iadl_item,r15meals,r15meals:w15 r diff-preparing hot meals
HRS,core,iadl_item,r15mealsa,r15mealsa:w15 r any diff-prepare hot meal
HRS,core,iadl_item,r15meds,r15meds:w15 r diff-take medications
HRS,core,iadl_item,r15medsa,r15medsa:w15 r any diff-take medications
HRS,core,iadl_item,r15money,r15money:w15 r diff-managing money
HRS,core,iadl_item,r15moneya,r15moneya:w15 r any diff-managing money
HRS,core,iadl_item,r15phone,r15phone:w15 r diff-use telephone
HRS,core,iadl_item,r15phonea,r15phonea:w15 r any diff-use telephone
HRS,core,iadl_item,r15shop,r15shop:w15 r diff-shop for groceries
HRS,core,iadl_item,r15shopa,r15shopa:w15 r any diff-shop for grocery
HRS,core,iadl_item,r16meals,r16meals:w16 r diff-preparing hot meals
HRS,core,iadl_item,r16mealsa,r16mealsa:w16 r any diff-prepare hot meal
HRS,core,iadl_item,r16meds,r16meds:w16 r diff-take medications
HRS,core,iadl_item,r16medsa,r16medsa:w16 r any diff-take medications
HRS,core,iadl_item,r16money,r16money:w16 r diff-managing money
HRS,core,iadl_item,r16moneya,r16moneya:w16 r any diff-managing money
HRS,core,iadl_item,r16phone,r16phone:w16 r diff-use telephone
HRS,core,iadl_item,r16phonea,r16phonea:w16 r any diff-use telephone
HRS,core,iadl_item,r16shop,r16shop:w16 r diff-shop for groceries
HRS,core,iadl_item,r16shopa,r16shopa:w16 r any diff-shop for grocery
HRS,core,iadl_item,r2mealsa,r2mealsa:w2 r any diff-prepare hot meal
HRS,core,iadl_item,r2meds,r2meds:w2 r diff-take medications
HRS,core,iadl_item,r2medsa,r2medsa:w2 r any diff-take medications
HRS,core,iadl_item,r2money,r2money:w2 r diff-managing money
HRS,core,iadl_item,r2moneya,r2moneya:w2 r any diff-managing money
HRS,core,iadl_item,r2phone,r2phone:w2 r diff-use telephone
HRS,core,iadl_item,r2phonea,r2phonea:w2 r any diff-use telephone
HRS,core,iadl_item,r2shopa,r2shopa:w2 r any diff-shop for grocery
HRS,core,iadl_item,r3meals,r3meals:w3 r diff-preparing hot meals
HRS,core,iadl_item,r3mealsa,r3mealsa:w3 r any diff-prepare hot meal
HRS,core,iadl_item,r3meds,r3meds:w3 r diff-take medications
HRS,core,iadl_item,r3medsa,r3medsa:w3 r any diff-take medications
HRS,core,iadl_item,r3money,r3money:w3 r diff-managing money
HRS,core,iadl_item,r3moneya,r3moneya:w3 r any diff-managing money
HRS,core,iadl_item,r3phone,r3phone:w3 r diff-use telephone
HRS,core,iadl_item,r3phonea,r3phonea:w3 r any diff-use telephone
HRS,core,iadl_item,r3shop,r3shop:w3 r diff-shop for groceries
HRS,core,iadl_item,r3shopa,r3shopa:w3 r any diff-shop for grocery
HRS,core,iadl_item,r4meals,r4meals:w4 r diff-preparing hot meals
HRS,core,iadl_item,r4mealsa,r4mealsa:w4 r any diff-prepare hot meal
HRS,core,iadl_item,r4meds,r4meds:w4 r diff-take medications
HRS,core,iadl_item,r4medsa,r4medsa:w4 r any diff-take medications
HRS,core,iadl_item,r4money,r4money:w4 r diff-managing money
HRS,core,iadl_item,r4moneya,r4moneya:w4 r any diff-managing money
HRS,core,iadl_item,r4phone,r4phone:w4 r diff-use telephone
HRS,core,iadl_item,r4phonea,r4phonea:w4 r any diff-use telephone
HRS,core,iadl_item,r4shop,r4shop:w4 r diff-shop for groceries
HRS,core,iadl_item,r4shopa,r4shopa:w4 r any diff-shop for grocery
HRS,core,iadl_item,r5meals,r5meals:w5 r diff-preparing hot meals
HRS,core,iadl_item,r5mealsa,r5mealsa:w5 r any diff-prepare hot meal
HRS,core,iadl_item,r5meds,r5meds:w5 r diff-take medications
HRS,core,iadl_item,r5medsa,r5medsa:w5 r any diff-take medications
HRS,core,iadl_item,r5money,r5money:w5 r diff-managing money
HRS,core,iadl_item,r5moneya,r5moneya:w5 r any diff-managing money
HRS,core,iadl_item,r5phone,r5phone:w5 r diff-use telephone
HRS,core,iadl_item,r5phonea,r5phonea:w5 r any diff-use telephone
HRS,core,iadl_item,r5shop,r5shop:w5 r diff-shop for groceries
HRS,core,iadl_item,r5shopa,r5shopa:w5 r any diff-shop for grocery
HRS,core,iadl_item,r6meals,r6meals:w6 r diff-preparing hot meals
HRS,core,iadl_item,r6mealsa,r6mealsa:w6 r any diff-prepare hot meal
HRS,core,iadl_item,r6meds,r6meds:w6 r diff-take medications
HRS,core,iadl_item,r6medsa,r6medsa:w6 r any diff-take medications
HRS,core,iadl_item,r6money,r6money:w6 r diff-managing money
HRS,core,iadl_item,r6moneya,r6moneya:w6 r any diff-managing money
HRS,core,iadl_item,r6phone,r6phone:w6 r diff-use telephone
HRS,core,iadl_item,r6phonea,r6phonea:w6 r any diff-use telephone
HRS,core,iadl_item,r6shop,r6shop:w6 r diff-shop for groceries
HRS,core,iadl_item,r6shopa,r6shopa:w6 r any diff-shop for grocery
HRS,core,iadl_item,r7meals,r7meals:w7 r diff-preparing hot meals
HRS,core,iadl_item,r7mealsa,r7mealsa:w7 r any diff-prepare hot meal
HRS,core,iadl_item,r7meds,r7meds:w7 r diff-take medications
HRS,core,iadl_item,r7medsa,r7medsa:w7 r any diff-take medications
HRS,core,iadl_item,r7money,r7money:w7 r diff-managing money
HRS,core,iadl_item,r7moneya,r7moneya:w7 r any diff-managing money
HRS,core,iadl_item,r7phone,r7phone:w7 r diff-use telephone
HRS,core,iadl_item,r7phonea,r7phonea:w7 r any diff-use telephone
HRS,core,iadl_item,r7shop,r7shop:w7 r diff-shop for groceries
HRS,core,iadl_item,r7shopa,r7shopa:w7 r any diff-shop for grocery
HRS,core,iadl_item,r8meals,r8meals:w8 r diff-preparing hot meals
HRS,core,iadl_item,r8mealsa,r8mealsa:w8 r any diff-prepare hot meal
HRS,core,iadl_item,r8meds,r8meds:w8 r diff-take medications
HRS,core,iadl_item,r8medsa,r8medsa:w8 r any diff-take medications
HRS,core,iadl_item,r8money,r8money:w8 r diff-managing money
HRS,core,iadl_item,r8moneya,r8moneya:w8 r any diff-managing money
HRS,core,iadl_item,r8phone,r8phone:w8 r diff-use telephone
HRS,core,iadl_item,r8phonea,r8phonea:w8 r any diff-use telephone
HRS,core,iadl_item,r8shop,r8shop:w8 r diff-shop for groceries
HRS,core,iadl_item,r8shopa,r8shopa:w8 r any diff-shop for grocery
HRS,core,iadl_item,r9meals,r9meals:w9 r diff-preparing hot meals
HRS,core,iadl_item,r9mealsa,r9mealsa:w9 r any diff-prepare hot meal
HRS,core,iadl_item,r9meds,r9meds:w9 r diff-take medications
HRS,core,iadl_item,r9medsa,r9medsa:w9 r any diff-take medications
HRS,core,iadl_item,r9money,r9money:w9 r diff-managing money
HRS,core,iadl_item,r9moneya,r9moneya:w9 r any diff-managing money
HRS,core,iadl_item,r9phone,r9phone:w9 r diff-use telephone
HRS,core,iadl_item,r9phonea,r9phonea:w9 r any diff-use telephone
HRS,core,iadl_item,r9shop,r9shop:w9 r diff-shop for groceries
HRS,core,iadl_item,r9shopa,r9shopa:w9 r any diff-shop for grocery
HRS,core,in_wave,inw1,inw1: =1 if respondent w1
HRS,core,in_wave,inw10,inw10: =1 if respondent w10
HRS,core,in_wave,inw11,inw11: =1 if respondent w11
HRS,core,in_wave,inw12,inw12: =1 if respondent w12
HRS,core,in_wave,inw13,inw13: =1 if respondent w13
HRS,core,in_wave,inw14,inw14: =1 if respondent w14
HRS,core,in_wave,inw15,inw15: =1 if respondent w15
HRS,core,in_wave,inw16,inw16: =1 if respondent w16
HRS,core,in_wave,inw2,inw2: =1 if respondent w2
HRS,core,in_wave,inw3,inw3: =1 if respondent w3
HRS,core,in_wave,inw4,inw4: =1 if respondent w4
HRS,core,in_wave,inw5,inw5: =1 if respondent w5
HRS,core,in_wave,inw6,inw6: =1 if respondent w6
HRS,core,in_wave,inw7,inw7: =1 if respondent w7
HRS,core,in_wave,inw8,inw8: =1 if respondent w8
HRS,core,in_wave,inw9,inw9: =1 if respondent w9
HRS,core,interview_status,r10iwstat,r10iwstat:w10 r interview status
HRS,core,interview_status,r11iwstat,r11iwstat:w11 r interview status
HRS,core,interview_status,r12iwstat,r12iwstat:w12 r interview status
HRS,core,interview_status,r13iwstat,r13iwstat:w13 r interview status
HRS,core,interview_status,r14iwstat,r14iwstat:w14 r interview status
HRS,core,interview_status,r15iwstat,r15iwstat:w15 r interview status
HRS,core,interview_status,r16iwstat,r16iwstat:w16 r interview status
HRS,core,interview_status,r1iwstat,r1iwstat:w1 r interview status
HRS,core,interview_status,r2iwstat,r2iwstat:w2 r interview status
HRS,core,interview_status,r3iwstat,r3iwstat:w3 r interview status
HRS,core,interview_status,r4iwstat,r4iwstat:w4 r interview status
HRS,core,interview_status,r5iwstat,r5iwstat:w5 r interview status
HRS,core,interview_status,r6iwstat,r6iwstat:w6 r interview status
HRS,core,interview_status,r7iwstat,r7iwstat:w7 r interview status
HRS,core,interview_status,r8iwstat,r8iwstat:w8 r interview status
HRS,core,interview_status,r9iwstat,r9iwstat:w9 r interview status
HRS,core,interview_status,s10iwstat,s10iwstat:w10 s interview status
HRS,core,interview_status,s11iwstat,s11iwstat:w11 s interview status
HRS,core,interview_status,s12iwstat,s12iwstat:w12 s interview status
HRS,core,interview_status,s13iwstat,s13iwstat:w13 s interview status
HRS,core,interview_status,s14iwstat,s14iwstat:w14 s interview status
HRS,core,interview_status,s15iwstat,s15iwstat:w15 s interview status
HRS,core,interview_status,s16iwstat,s16iwstat:w16 s interview status
HRS,core,interview_status,s1iwstat,s1iwstat:w1 s interview status
HRS,core,interview_status,s2iwstat,s2iwstat:w2 s interview status
HRS,core,interview_status,s3iwstat,s3iwstat:w3 s interview status
HRS,core,interview_status,s4iwstat,s4iwstat:w4 s interview status
HRS,core,interview_status,s5iwstat,s5iwstat:w5 s interview status
HRS,core,interview_status,s6iwstat,s6iwstat:w6 s interview status
HRS,core,interview_status,s7iwstat,s7iwstat:w7 s interview status
HRS,core,interview_status,s8iwstat,s8iwstat:w8 s interview status
HRS,core,interview_status,s9iwstat,s9iwstat:w9 s interview status
HRS,core,interview_time,rexityr,rexityr:exit interview year
HRS,core,person_id,hhidpn,hhidpn: hhold id + person number /num
HRS,core,proxy,r10proxy,r10proxy:w10 whether proxy interview
HRS,core,proxy,r11proxy,r11proxy:w11 whether proxy interview
HRS,core,proxy,r12proxy,r12proxy:w12 whether proxy interview
HRS,core,proxy,r13proxy,r13proxy:w13 whether proxy interview
HRS,core,proxy,r14proxy,r14proxy:w14 whether proxy interview
HRS,core,proxy,r15proxy,r15proxy:w15 whether proxy interview
HRS,core,proxy,r16proxy,r16proxy:w16 whether proxy interview
HRS,core,proxy,r1proxy,r1proxy:w1 whether proxy interview
HRS,core,proxy,r2proxy,r2proxy:w2 whether proxy interview
HRS,core,proxy,r3proxy,r3proxy:w3 whether proxy interview
HRS,core,proxy,r4proxy,r4proxy:w4 whether proxy interview
HRS,core,proxy,r5proxy,r5proxy:w5 whether proxy interview
HRS,core,proxy,r6proxy,r6proxy:w6 whether proxy interview
HRS,core,proxy,r7proxy,r7proxy:w7 whether proxy interview
HRS,core,proxy,r8proxy,r8proxy:w8 whether proxy interview
HRS,core,proxy,r9proxy,r9proxy:w9 whether proxy interview
HRS,core,proxy,s10proxy,s10proxy:w10 whether proxy interview
HRS,core,proxy,s11proxy,s11proxy:w11 whether proxy interview
HRS,core,proxy,s12proxy,s12proxy:w12 whether proxy interview
HRS,core,proxy,s13proxy,s13proxy:w13 whether proxy interview
HRS,core,proxy,s14proxy,s14proxy:w14 whether proxy interview
HRS,core,proxy,s15proxy,s15proxy:w15 whether proxy interview
HRS,core,proxy,s16proxy,s16proxy:w16 whether proxy interview
HRS,core,proxy,s1proxy,s1proxy:w1 whether proxy interview
HRS,core,proxy,s2proxy,s2proxy:w2 whether proxy interview
HRS,core,proxy,s3proxy,s3proxy:w3 whether proxy interview
HRS,core,proxy,s4proxy,s4proxy:w4 whether proxy interview
HRS,core,proxy,s5proxy,s5proxy:w5 whether proxy interview
HRS,core,proxy,s6proxy,s6proxy:w6 whether proxy interview
HRS,core,proxy,s7proxy,s7proxy:w7 whether proxy interview
HRS,core,proxy,s8proxy,s8proxy:w8 whether proxy interview
HRS,core,proxy,s9proxy,s9proxy:w9 whether proxy interview
HRS,core,respondent_weight,r10wtcrnh,r10wtcrnh:w10 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r10wtresp,r10wtresp:w10 person-level analysis weight
HRS,core,respondent_weight,r11wtcrnh,r11wtcrnh:w11 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r11wtresp,r11wtresp:w11 person-level analysis weight
HRS,core,respondent_weight,r12wtcrnh,r12wtcrnh:w12 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r12wtresp,r12wtresp:w12 person-level analysis weight
HRS,core,respondent_weight,r13wtcrnh,r13wtcrnh:w13 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r13wtresp,r13wtresp:w13 person-level analysis weight
HRS,core,respondent_weight,r14wtcrnh,r14wtcrnh:w14 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r14wtresp,r14wtresp:w14 person-level analysis weight
HRS,core,respondent_weight,r15wtcrnh,r15wtcrnh:w15 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r15wtresp,r15wtresp:w15 person-level analysis weight
HRS,core,respondent_weight,r16wtcrnh,r16wtcrnh:w16 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r16wtresp,r16wtresp:w16 person-level analysis weight
HRS,core,respondent_weight,r1wtcrnh,r1wtcrnh:w1 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r1wtresp,r1wtresp:w1 person-level analysis weight
HRS,core,respondent_weight,r2wtcrnh,r2wtcrnh:w2 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r2wtresp,r2wtresp:w2 person-level analysis weight
HRS,core,respondent_weight,r3wtcrnh,r3wtcrnh:w3 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r3wtresp,r3wtresp:w3 person-level analysis weight
HRS,core,respondent_weight,r4wtcrnh,r4wtcrnh:w4 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r4wtresp,r4wtresp:w4 person-level analysis weight
HRS,core,respondent_weight,r5wtcrnh,r5wtcrnh:w5 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r5wtresp,r5wtresp:w5 person-level analysis weight
HRS,core,respondent_weight,r6wtcrnh,r6wtcrnh:w6 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r6wtresp,r6wtresp:w6 person-level analysis weight
HRS,core,respondent_weight,r7wtcrnh,r7wtcrnh:w7 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r7wtresp,r7wtresp:w7 person-level analysis weight
HRS,core,respondent_weight,r8wtcrnh,r8wtcrnh:w8 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r8wtresp,r8wtresp:w8 person-level analysis weight
HRS,core,respondent_weight,r9wtcrnh,r9wtcrnh:w9 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,r9wtresp,r9wtresp:w9 person-level analysis weight
HRS,core,respondent_weight,s10wtcrnh,s10wtcrnh:w10 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s11wtcrnh,s11wtcrnh:w11 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s12wtcrnh,s12wtcrnh:w12 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s13wtcrnh,s13wtcrnh:w13 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s14wtcrnh,s14wtcrnh:w14 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s15wtcrnh,s15wtcrnh:w15 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s16wtcrnh,s16wtcrnh:w16 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s1wtcrnh,s1wtcrnh:w1 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s2wtcrnh,s2wtcrnh:w2 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s3wtcrnh,s3wtcrnh:w3 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s4wtcrnh,s4wtcrnh:w4 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s5wtcrnh,s5wtcrnh:w5 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s6wtcrnh,s6wtcrnh:w6 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s7wtcrnh,s7wtcrnh:w7 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s8wtcrnh,s8wtcrnh:w8 combined respondent weight and nurshm resident weight
HRS,core,respondent_weight,s9wtcrnh,s9wtcrnh:w9 combined respondent weight and nurshm resident weight
HRS,core,sex,ragender,ragender: r gender
HRS_GATEWAY,auxiliary,adl_count,r10adlfive,r10adlfive:w10 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r10adlfivea,r10adlfivea:w10 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r11adlfive,r11adlfive:w11 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r11adlfivea,r11adlfivea:w11 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r12adlfive,r12adlfive:w12 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r12adlfivea,r12adlfivea:w12 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r13adlfive,r13adlfive:w13 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r13adlfivea,r13adlfivea:w13 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r14adlfive,r14adlfive:w14 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r14adlfivea,r14adlfivea:w14 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r15adlfive,r15adlfive:w15 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r15adlfivea,r15adlfivea:w15 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r1adlfive,r1adlfive:w1 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r1adlfivea,r1adlfivea:w1 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r2adlfive,r2adlfive:w2 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r2adlfivea,r2adlfivea:w2 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r3adlfive,r3adlfive:w3 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r3adlfivea,r3adlfivea:w3 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r4adlfive,r4adlfive:w4 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r4adlfivea,r4adlfivea:w4 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r5adlfive,r5adlfive:w5 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r5adlfivea,r5adlfivea:w5 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r6adlfive,r6adlfive:w6 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r6adlfivea,r6adlfivea:w6 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r7adlfive,r7adlfive:w7 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r7adlfivea,r7adlfivea:w7 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r8adlfive,r8adlfive:w8 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r8adlfivea,r8adlfivea:w8 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_count,r9adlfive,r9adlfive:w9 r 5-item adl summary/0-5
HRS_GATEWAY,auxiliary,adl_count,r9adlfivea,r9adlfivea:w9 r whether has any diff 5-item adls
HRS_GATEWAY,auxiliary,adl_item,r15walk,r15walk:w15 Affective Experience: r walked
HRS_GATEWAY,auxiliary,death,h10chidslw,h10chidslw:w10 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h11chidslw,h11chidslw:w11 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h12chidslw,h12chidslw:w12 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h13chidslw,h13chidslw:w13 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h14chidslw,h14chidslw:w14 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h15chidslw,h15chidslw:w15 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h3chidslw,h3chidslw:w3 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h4chidslw,h4chidslw:w4 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h5chidslw,h5chidslw:w5 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h6chidslw,h6chidslw:w6 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h7chidslw,h7chidslw:w7 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h8chidslw,h8chidslw:w8 whether child died since last wave
HRS_GATEWAY,auxiliary,death,h9chidslw,h9chidslw:w9 whether child died since last wave
HRS_GATEWAY,auxiliary,death,r10chdeathe,r10chdeathe:w10 r ever experienced death of own child
HRS_GATEWAY,auxiliary,death,r10pardslw,r10pardslw:w10 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r11chdeathe,r11chdeathe:w11 r ever experienced death of own child
HRS_GATEWAY,auxiliary,death,r11pardslw,r11pardslw:w11 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r12pardslw,r12pardslw:w12 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r13pardslw,r13pardslw:w13 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r14pardslw,r14pardslw:w14 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r15pardslw,r15pardslw:w15 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r2pardslw,r2pardslw:w2 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r3pardslw,r3pardslw:w3 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r4pardslw,r4pardslw:w4 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r5pardslw,r5pardslw:w5 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r6pardslw,r6pardslw:w6 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r7chdeathe,r7chdeathe:w7 r ever experienced death of own child
HRS_GATEWAY,auxiliary,death,r7pardslw,r7pardslw:w7 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r8chdeathe,r8chdeathe:w8 r ever experienced death of own child
HRS_GATEWAY,auxiliary,death,r8pardslw,r8pardslw:w8 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,r9chdeathe,r9chdeathe:w9 r ever experienced death of own child
